NUM,TWEET,CLASS
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,@principe_viii Why you come dey attack me like this na 😢💀🤲🏾 I no do you anything oh. Na song I dey sing 😂😂🤲🏾,AX
1.49E+18,"@RichardGrenell Come on man! I gave them $200 million, then I told Russia they could make small incursions it's no big deal, then today to I yell for all Americans to run for their lives, the Russians are coming, the Russians are coming!😂",AX
1.49E+18,once again thinking about post-canon lwj learning that he is extremely ticklish on his ribcage via wwx routinely flying at him for hug and tickle attacks,AX
1.49E+18,According to SDF 17 fighters of the SDF and internal security (Asayish) lost their lives in the ISIS attack against al-Sina'a prison in Hasakah. https://t.co/fow4ACjDO8 https://t.co/aC8PM31kK2,AX
1.49E+18,"David Blunkett - Urged Tony Blair to bomb the Al-Jazeera television station off the air during the invasion of Iraq, a breach of international law, arguing that the channel shouldn't be able to 'continue being able to propagandise against' the attack https://t.co/xAIq1ChqU3",AX
1.49E+18,"So, should we in Ireland be concerned?\n\nYes. Russia is clearly demonstrating that Ireland's ""neutrality"" is a myth, not to be respected in peacetime let alone wartime.",AX
1.49E+18,".@SecBlinken on a way forward with Russia: There are several steps that we can take – all of us, Russia included – to increase transparency, to reduce risks, to advance arms control, to build trust. https://t.co/smAXd88aMs",AX
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,German navy chief resigns over Ukraine comments https://t.co/m3WpKwls1u,AX
1.49E+18,THERE SHOULD BE NO AMERICAN INVOLVEMENT IN UKRAINE,UC
1.49E+18,"In fact, this news is rather encouraging than scary from the Ukrainian point of view. It shows that Russia has no one to rely on Ukraine apart from discredited Yanukovych-era apparatchiks. The support for pro-Russian parties collapsed since 2014, Murayev's oppo bloc polls at 5%",PY
1.49E+18,"@TimDowse @FCDOGovUK @Telegraph @thetimes Indeed. Obviously, I don't doubt that Russia is a destabilising force.\n\nBut the information seems thin and the reporting of it seems out of all proportion, and probably leads to more questions about our motives and information. 😕",AX
1.49E+18,"@RickardsLuke The reason decentralisation and peg maintenance is so important is:\n1. A genuine currency has to be liquid.\n2. Trustless, probably one of the most important elements if we are to realise the change to the fin system we all want.\n3. Resistant to regulatory attacks.",AX
1.49E+18,"Nato has invited Germany to join the Alliance as about 30% of German territory was occupied, Germany was in a legal state of war with the USSR and had territorial claims to both the USSR and Poland. It is hypocrisy to deny Ukraine the same level of protection we enjoyed once. https://t.co/sa5AOH3vqX",AX
1.49E+18,"The latest report that just broke via WSJ\n\nU.K. said it has exposed a plot by Russia to install a friendly government in Ukraine, supporting an earlier U.S. assessment suggesting that the Kremlin is laying plans to oust its neighbor’s leadership. https://t.co/WeKYQvvf96",PY
1.49E+18,Our southern border is more of security threat to us than the Russians invading Ukraine. I do not understand this at all. We are literally being invaded! Millions.,AX
1.49E+18,UK warns Moscow planning to install pro-Russian leader in Ukraine https://t.co/INK1oz2WqH,PY
1.49E+18,Our southern border is more of security threat to us than the Russians invading Ukraine. I do not understand this at all. We are literally being invaded! Millions.,AX
1.49E+18,Joe Biden is leaving Ukraine out to dry.,UC
1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,"In a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details. https://t.co/W27zE2uAHl",AX
1.49E+18,"@Osinttechnical Wait, a foreign power seeking to install a friendly regime in Ukraine? That's never happened before. 😏",PY
1.49E+18,@Frankisalegend1 No. By Putin's proxies. Just as Afg was taken over by Pak's proxies.\n\nEither way poor Ukraine is f..ed.,AX
1.49E+18,"Ukraine didn’t hire Joe Biden’s crack-addicted idiot son to the tune of $83,000 a month for nothing. They expect a return on their investment.",AX
1.49E+18,Our southern border is more of security threat to us than the Russians invading Ukraine. I do not understand this at all. We are literally being invaded! Millions.,AX
1.49E+18,Ready to attack the day 😤😤 https://t.co/KAKjnu0nl1,AX
1.49E+18,@2a4aReason @PubBrawler Russia and China do this usually whenever Dems are in control…they push the boundaries. Would not surprise me if that’s what they are doing.,AX
1.49E+18,"Russia calls on the UK to ""stop spreading nonsense"" after it accused Moscow of plot to install pro-Russian leader in Ukraine",PY
1.49E+18,⚡️German navy chief reportedly resigns over comments made about Russian President Vladimir Putin &amp; Crimea https://t.co/gZVa4aDvWa,AX
1.49E+18,It has always been Russia Russia Russia https://t.co/zOtJB3emys,AX
1.49E+18,"@JuliaDavisNews Russia can install Cheburashka for all it matters. But if they do, they'll need a f-ck of a lot of Russian troops on the ground in Kyiv because I know the Ukrainian people, and they will *not* just sit back and say, ""Fine. Whatever.""",PY
1.49E+18,"As we reported last week, some officials who have seen the intelligence say there has been evidence Russia is planning to try to take Ukraine's capital, Kyiv, and overthrow the government. https://t.co/HOgQlOtqGe",PY
1.49E+18,"@JennJenn699 @ICC_99 What a guy, attacks your age and says your crazy.",AX
1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
1.49E+18,Told @skynews:\n1. #NATO is a defensive alliance. NATO is not threatening anyone.\n2. NATO is united in addressing #Russia’s demands &amp; is not falling for Kremlin tactics to divide us.\n3. Proud to have 🇬🇧 troops in 🇪🇪 as part of NATO #eFP battlegroup.\nhttps://t.co/iZ343yiyGx,AX
1.49E+18,"@the__dude98 @tobiaschneider @whsieh I mean the whole Catholic reactionary Putin sympathizer angle was honestly refreshing but also deeply, deeply weird.",AX
1.49E+18,"In case you think he only attacks anti vaxxers/maskers, @IanSimpsonPoker joined us to break down this hand he played where he attacked a limper.\n\nAt the time we didn't think to ask him if the limper was wearing a mask and was vaxxed or not #Straturday\n\nhttps://t.co/0gsSmQVk7D",AX
1.49E+18,"isn't it interesting how Russia:\n-annexed part of Ukraine while Obama was in office\n-did not take any more while Trump was in office\n-is preparing to invade while Biden is in office\n...but only 1 was accused of ""Russia Collusion"" https://t.co/sbt3wgGJ5P",AX
1.49E+18,"Not good. We need to move beyond will they or won’t they and start talking about what the world looks like after, and how much destruction along the way. https://t.co/C631AqTEoZ",AX
1.49E+18,"My new post crits the new Kissinger/Schmidt book for focus on top-down fixes to today's Web-Driven culture wars. I also inspect aspects of the twin 'threat of invasion' crises we face, both in Ukraine and across the Straits, at the other end of Eurasia.\n\nhttps://t.co/C4Z1ns8NP3",AX
1.49E+18,@AnthonySabatini Yes there should. America and EU needs tp help ukraine,AX
1.49E+18,".@RepMcCaul: ""We need to send a very bold message of deterrence. [...] Let's have the troop exercises in the Baltic states and show to Putin – rhetoric is one thing, but you have to have the action to back it up."" https://t.co/yaritnay7d",AX
1.49E+18,"@ducky_krupnik @ThreatNotation Nooooooo, I would have been fuming. I had frogs blow apart on numerous occasions but when your bridge goes it’s like a personal attack",AX
1.49E+18,Embaixador da Rússia em Caracas: A Venezuela está pronta para fornecer assistência técnico-militar à Rússia em caso de intensificação das relações russo-americanas! https://t.co/R4UjVu2b5D,AX
1.49E+18,@thebradfordfile So we shouldn't support our allies when an authoritarian dictator is trying to invade their country? Show me where that's happening at our border. The only people trying to overthrow our government are Republicans,AX
1.49E+18,"Ahora Reino Unido acusa a Rusia de querer crear un cambio de gobierno en Ucrania.\nTensa la situación entre Moscú, Kiev y la OTAN.\nhttps://t.co/UWJedKYs69",AX
1.49E+18,@RepMalliotakis Please explain how the typical Americans life would be impacted in anyway if Ukraine falls to Russia?,AX
1.49E+18,"Defend Chernobyl During an Invasion? Why Bother, Some Ukrainians Ask. https://t.co/AWymcd5Ctr",AX
1.49E+18,@AlanRMacLeod @3Muud Biden threatening Putin with sanctions the like never seen before when Putin has the ultimate weapon that he can use without any war - Turning off the gas tap.\n Millions of people will soon turn on their governments - the last thing those govts want.\nBiden creates chaos in Europe,AX
1.49E+18,juliette jajá invade a projac pra maquiar as meninas e fazer propaganda da avon,AX
1.49E+18,昨年ドイツで発生した\n\n「音響攻撃・Sonic Weapon Attack」\n\nが原因と疑われる「ハバナ症候群」に関するBBCの記事です。\n\n「ブーン」という音が聞こえ、目眩・吐き気・倦怠感を発症は、典型的な「低周波音」が原因の健康被害です。\n\n日本でも同様の被害者が多数存在し、早急な捜査と対策が必要です。 https://t.co/Llwoe4yZf4,AX
1.49E+18,@ZREllor I think you're on to something. All those fake preachers saying hurricanes are caused by sinners and bear attacks by godlessness is nonsense. But humanity being punished by a plague for making CATS? Now THAT makes sense.,AX
1.49E+18,"On January 22, 1973, SCOTUS issued the #RoeVWade decision, making it clear that the constitution protects a woman's right to have an abortion.\n\n49 years later, reproductive rights are still under attack.\n\nWe need the Senate to pass the Women's Health Protection Act NOW. #WHPA https://t.co/uDCmfKV2m6",AX
1.49E+18,"Why was warmongering Biden not invited to the Normandy Format talks in Paris this week where Russia, Ukraine, and France will discuss peace?\n\n🤔",AX
1.49E+18,@olgatokariuk Murayev? He is a laughing stock in Ukraine. It’s like installing Zhirinovsky in Moscow.,PY
1.49E+18,"The U.K. said it has exposed a plot by Russia to install a friendly government in Ukraine, supporting an earlier U.S. assessment https://t.co/vo4j8b7ik1",PY
1.49E+18,"Forty-nine years ago this week, all within seventy-two hours, Nixon was sworn for second term, LBJ suddenly died of massive heart attack, Indochina “peace accord” was signed, Roe v. Wade was decided.",AX
1.49E+18,"@Gunless @MrAdamAp I love you as a player but this take isn't it lmao fans talk shit at every event, and the players chirp back at every event. If this is about Arcitys then I agree that personal attacks are bullshit, but undercutting the entire event because of a shitty fan is irresponsible.",AX
1.49E+18,"❗️ Debunking @StateDept ""facts"" on Russian disinformation on Ukraine.\n\n""Fact"" 1: #Russia invaded Ukraine in 2014, occupies Crimea.\n\n👉 Reality: The blame for destabilising Ukraine lies with the #US &amp; #NATO, which supported the coup\nin February 2014 and the Ukrainian nationalists. https://t.co/a4KUin5owN",AX
1.49E+18,"@BackhouseBret @kattia_olsen1 @utdreport Chased everything down, got possession and lost the ball almost immediately, doesn't sync with the attack.. know when to pass, when to make runs\nElanga's game needs to mature \nHe's not yet ready for the big games",AX
1.49E+18,Russia-Ukraine tensions: First US shipment of 'lethal' aid arrives https://t.co/COKGdhucpP,AX
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,BFB-attack detected from 85.225.227.35 to SLOW_SSH_ATTACK on 23.01.2022 00:53:06,AX
1.49E+18,"EEUU tiene el ejército más poderoso de la historia, y Putin tiene a su disposición 2,5M de soldados.\n\nNinguno ha contado con Europa para negociar sobre Ucrania, así que excepto que Pedro esté pidiendo una pizza, la historia no hay por dónde cogerla. https://t.co/SM43m9w49H",AX
1.49E+18,Our southern border is more of security threat to us than the Russians invading Ukraine. I do not understand this at all. We are literally being invaded! Millions.,AX
1.49E+18,@donald_j_putin @Rddedhd @FakaktaSouth He couldn't have been far enough away not to hear that.  And she took off running...I'm sure he was in hot pursuit....😂😂😂,AX
1.49E+18,Attack on Titan fans tomorrow https://t.co/uFt32NWwT3,AX
1.49E+18,The problem with the “china doesn’t want Russia invading during the Olympics” is that Russia can’t give the UKR another month to prepare.,AX
1.49E+18,"Remember when the Left &amp; MSM claimed the ""Entire World"" was a more dangerous place because Trump was elected? #BidenIsAFailure State Dept Orders Families of US Embassy Personnel in Ukraine to Evacuate, While Biden Vacations at Camp David https://t.co/tALl6bhof1 via @gatewaypundit",PY
1.49E+18,#UK says #Russia has drawn up plans to install a pro-Kremlin former member of parliament to lead #Ukraine as it considers a new invasion of the country and the overthrow of its central government\nhttps://t.co/pBtLYZPHoN,PY
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,"The first shipment of assistance recently directed by President Biden to Ukraine arrived in Ukraine tonight. This shipment includes close to \n200,000 pounds of lethal aid, including ammunition for the front line defenders of Ukraine. [1/2] https://t.co/YeYanK0Px6",AX
1.49E+18,Families of US Embassy personnel in Ukraine ordered to begin evacuating as soon as Monday: officials https://t.co/U7uMiwd9lt via @Yahoo,PY
1.49E+18,"@ReneRebeTM @eugene_finkel @myroslavapetsa Dictator Putin is not interested in ""peaceful negotiating"".",AX
1.49E+18,Biden Says Russia Can Invade Ukraine So Long As They Avoid Hunter’s Oil Company\nhttps://t.co/gsZcqc0eaK,AX
1.49E+18,L'autocontrollo di Putin è sovrumano. Io questi li invaderei stasera https://t.co/jzCQdijGf3,AX
1.49E+18,Russia and Ukraine are on the brink of war and Joe Biden can’t even decide who should be our ambassador in Kyiv.,UC
1.49E+18,CIVIL DISOBEDIENCE\n\nTHREE PRONG ATTACK\n\nFrom your armchair\n1. Email the Cabinet Office\npubliccorrespondence@cabinetoffice.gov.uk\n\n 2. Use #JohnsonOut in your tweets\n\n 3. Sign this\nAsk your MP to demand Boris Johnson is removed from power! #StopBoris https://t.co/gIDJbpvXWE,AX
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,I’m done calling it a vaxxxine.\n\nIt’s a forced injection that destroys immune systems and gives you heart attacks.\n\nIt’s not a fucking vaxxxine.,AX
1.49E+18,"In the current situation, let us remember the most important: \nСЛАВА УКРАЇНІ! ГЕРОЯМ СЛАВА!\nWe stand with Ukraine.",AX
1.49E+18,"@vcxmin The ""I stan bts"" card once again 😭 but you do remember the loser 3 days ago ""no stays attack others over sht"" HUH",AX
1.49E+18,"@Tobias_Ellwood It's hard to know what is the right course of action, but Putin has Europe and the USA back against the wall. If we don't face him down he will hold the whip hand. Russia knows we're not United and don't have the stomach for a fight.",AX
1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
1.49E+18,"US, NATO &amp; Russia have not moved closer to a diplomatic solution. This Russian military buildup is unprecedented and even includes Belarus. A massive offensive is coming. How could this play out? \nRead my full take w/ @DomCruzBus: \nhttps://t.co/pJDiMestDL\n1/",AX
1.49E+18,Shut down Russia's Nord Stream 2 pipeline and restart the Keystone XL pipeline.,AX
1.49E+18,"2 patients had heart attack, 37 and 41 years old. Non-smokers. Admitted had stressful lifestyles with not enough rest.\n\nPlease have adequate sleep, ideally 6-8 hours.",AX
1.49E+18,Traitor trump tried to overthrow our country by ordering his violent hooligans to attack the Capitol building last January 6th. He tried to get our military to take all voting ballots. He also tried to get a general to nuke China. https://t.co/CA7MEESheB,AX
1.49E+18,"WHY IS NOBODY ASKING WHAT UKRAINE WANTS?\n\n""While there is endless speculation over what Putin may want or how the West should respond to the threat of a major European war, Ukraine has been reduced to the status of bystander in its own national drama.""\n\nhttps://t.co/WebT4XEMuS",AX
1.49E+18,If you want to see the most dishonest headline in history  - read this. Read the choices and then read the 70% headline again  - headline should read - only 15% of American support for military troops in Ukraine.\n👉🤡 https://t.co/CthnMIwglu,AX
1.49E+18,"A ver rojetes, que venga de Rusia no quiere decir que sea de izquierdas.. Putin es un hijo de Putin nacionalista, con aspiraciones expansionistas como el tío Adolfo.. No sólo quiere Ucraniana, quiere invadir media Europa, la del telón de acero y luego la otra media..",AX
1.49E+18,"«Інформація, оприлюднена сьогодні, проливає світло на масштаби російської діяльності, спрямованої на підрив України, і дає змогу зрозуміти мислення Кремля», – сказала міністр закордонних справ Ліз Трасс\nhttps://t.co/MjlvSuEuwn",AX
1.49E+18,"You don't say? Occupation is costly, and Russia can't afford that in the long run. https://t.co/Hn6cdOnjaF",AX
1.49E+18,"@wordsbymt @christiaanhtznr Unlike backing from other Western states for Ukraine, the optics of any German intervention could easily be manipulated by the Kremlin to galvanise suppprt for military action (currently low) and strengthen Putin domestically",AX
1.49E+18,"Two divisions of Russian S-400 Triumph air-defense systems, en route to Belarus to take part in military exercises aimed at evaluating the two countries' ability to coordinate military actions.\n\nMORE: https://t.co/Wlq7Vcuw5e https://t.co/a3jYdd6hNj",AX
1.49E+18,"Not good. We need to move beyond will they or won’t they and start talking about what the world looks like after, and how much destruction along the way. https://t.co/C631AqTEoZ",AX
1.49E+18,"Update: Germany: According to a media report, the Federal Foreign Office is working on an evacuation plan for the relatives of the German embassy employees in the Ukraine.",AX
1.49E+18,#BREAKING UK govt says the Kremlin was developing plans to install a pro-#Russia leader in #Ukraine — and had already chosen a potential candidate — as Putin weighs whether to order the Russian forces amassed on Ukraine’s border to attack. via @NYTimes https://t.co/GIoc7eJ5uQ,PY
1.49E+18,"@DOualaalou Most Europeans don't want another war. They are sick of it. That is why the Italians, Germans and the French are sceptical of American claims of ""invasion"". Having said that, I understand why the Baltic countries, Poland and Ukraine are more eager for conflict with Russia.",AX
1.49E+18,"Who is Yevgeniy Murayev, the man whom the UK foreign ministry says #Russia wants to install as head of an occupied #Ukraine? \n\nMy former colleague Natalia Datskevych profiled him in 2019, when he was running for the Ukrainian presidency. https://t.co/VLqbiSQvrf",PY
1.49E+18,"Per WH Press Briefing, Psaki: ""Russia has already prepositioned a group of operatives to conduct a false flag operation in eastern Ukraine. The operatives are trained in urban warfare and in using explosives to carry out acts of sabotage against Russia's own proxy forces.  1/2",UC
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,I made this point this morning on @AliVelshi about Putin. Such leaders don't really negotiate. They create crises and then aim to extract concessions in an emergency atmosphere. Those concessions then make their next aggressions easier. https://t.co/RAf2zvcJ6Q,AX
1.49E+18,"Deutsches Nein zu Waffenlieferungen: Ukraine wirft Deutschland vor, Putin zu »ermutigen« https://t.co/QpR2uUWhJ9 via @derspiegel",AX
1.49E+18,"Today, Republicans will send tweets praising Martin Luther King Jr.\n\nTomorrow, Republicans will attack his legacy and try to keep schools from teaching about his life.",AX
1.49E+18,"@RoKhanna When China attacks Taiwan, the progressive argument will be, well we can’t get entangled in that because of A, B, and C. The issues are linked, but not in the way you think. Letting Putin take Ukraine is a nightmare scenario for the Taiwanese. You should talk to them about it.",AX
1.49E+18,"This is dangerous claptrap from Sir Keir Starmer, who says he supports Zionism ""without qualification"", yet he's backing a regime in Ukraine that's propped up by literal anti-Semitic neo-Nazis, which came to power after the previous govt was overthrown.\n\nhttps://t.co/zcRkwLbcvU https://t.co/1G6PoMcyDO",AX
1.49E+18,"We #StandWithUkraine firmly and decisively 👋 🇱🇻🇺🇦 \nHappy Unity Day, #Ukraine! \n@MFA_Ukraine @DmytroKuleba @UKRinLatvia https://t.co/s6Spl34KbK",AX
1.49E+18,"Nazi put stickers on a shop window urging people not to buy goods from Jews, Germany, 1935.\nNazi put stickers on a shop window, urging people not to buy goods in a store where sellers speak Russian, Ukraine, Lviv, 2022.. https://t.co/FAVuiHwBm6",AX
1.49E+18,"@Chris_Meloni As the granddaughter of a woman who fled Ukraine during WWII and HATED the Russians, this is making me sick in my soul.",UC
1.49E+18,The Biden Administration is encouraging families of U.S. Embassy personnel to LEAVE Ukraine.\n\nHow many American citizens will Biden ABANDON this time?,PY
1.49E+18,Full blown coup?  That’s two by Putin supporters in the past year. https://t.co/Ub8xj86sSm,AX
1.49E+18,"@disclosetv Very unusual.\n\n“You’ve made my evening. The British Foreign Office seems confused,” said former Ukrainian MP Yevhen Murayev, laughing.""\n\nhttps://t.co/q9tGfcukeu",AX
1.49E+18,"@HouseGOP @RepStefanik EXTREMISM: ""Many people wonder why GQP parroting Putin's narrative 24x7?""",AX
1.49E+18,"@MarshaBlackburn Unlike trump at Helsinki,  he'll stand up to putin. He's already said Russian aggression against won't be tolerated.",AX
1.49E+18,UK Foreign Office: Kremlin plans pro-Russian leader in Ukraine https://t.co/JJacx1JX2p,PY
1.49E+18,"@LucasOfSunshine Honest to god, these same people criticise Ukraine for that one neonazi militia when Russia is literally backing the Chechen regime which is committing a republicwide purge of LGBT people.",AX
1.49E+18,"In fact, this news is rather encouraging than scary from the Ukrainian point of view. It shows that Russia has no one to rely on Ukraine apart from discredited Yanukovych-era apparatchiks. The support for pro-Russian parties collapsed since 2014, Murayev's oppo bloc polls at 5%",PY
1.49E+18,@Davejackson9876 @BinnieGlen @BDStanley Do you really think that will appease Putin? The 2014 revolution was about Ukraine being a free democratic country and they will keep wanting to be able to make their own decisions not dictated too by Russia,AX
1.49E+18,Canadians react to Russia-Ukraine conflict https://t.co/lQ9WPXT4Xp via @YouTube,AX
1.49E+18,"SDF’s @farhad_shami : Aftermath of Sina'a prison clashes in Geweran, Hasaka footage shows  killed attackers &amp; their arms and vehicles loaded with weapons, who tried to break into the Sina'a prison. Our forces managed to thwart their attack, eliminating them at the prison walls.” https://t.co/NdEVfuJ5ab",AX
1.49E+18,@Boomer_Sooner74 @bambarami @JackPosobiec The question is will this make us go to war.\n\nI see we are already selling Ukraine arms and helicopters.,AX
1.49E+18,"US intelligence reportedly has the same information as the U.K., showing that the Russian government is planning to ""install a pro-Russian leader in Kyiv…” \n https://t.co/ZfcB1QzO6r",PY
1.49E+18,how to stop curare from assassination.\n\nSHOCKER attack https://t.co/xELPbcDXfP,AX
1.49E+18,"Shitty Spell Idea:\n\nBOOMerang- this cantrip deals 1d12 force damage to a target within 90 feet. Additionally, the target must make a str st or be knocked prone.\n\nHowever, if you miss your attack, the spell comes back at you, and you must roll to hit against yourself. #DnD",AX
1.49E+18,The mass airstrikes &amp; drone attacks across #Tigray has already wounded many civilians + left numerous dead. Criminal leaders of Ethiopia &amp; Eritrea must be charged for all war crimes + crimes against humanity! @IntlCrimCourt @UN_HRC @FCDOGovUK #NoFlyZoneInTigray #TigrayGenocide,AX
1.49E+18,"The latest report that just broke via WSJ\n\nU.K. said it has exposed a plot by Russia to install a friendly government in Ukraine, supporting an earlier U.S. assessment suggesting that the Kremlin is laying plans to oust its neighbor’s leadership. https://t.co/WeKYQvvf96",PY
1.49E+18,GERMAN NAVY CHIEF RESIGNS AFTER SAYING RUSSIA'S PRESIDENT PUTIN DESERVES RESPECT AND KYIV WILL NEVER WIN BACK ANNEXED CRIMEA FROM MOSCOW - GERMAN GOVT SOURCE,AX
1.49E+18,"The UK and US have been warning of invasions, wars and plots for eight years, yet after all that time, all we see are western powers plotting to start a war on Russia’s doorstep… https://t.co/NEvxbx118o",PY
1.49E+18,"Good work @mattklewis @JonahDispatch @baseballcrank \n\nOh, and we’re fleeing the Ukraine and record pandemic deaths and record inflation, and, and…\n\nYou preening narcissists are so eager to “save the GOP,” you stopped caring about your own country. https://t.co/wR6XDmylhn",AX
1.49E+18,Right! Is BlumenMurph staying behind to defend against Putin’s “minor Incursion” invitation from President Dementia? https://t.co/7qAuolZ5Ot,AX
1.49E+18,Kremlin plan to install pro-Russian leadership in Ukraine exposed https://t.co/RD4ijTbLbF,PY
1.49E+18,"Lots of ways to earn RUBY in game. Successful attacks or defenses will naturally award ruby. Your base will occasionally have a random obstacle to clear for RUBY. Daily challenges, wagered battles, renting &amp; partnerships each provide RUBY income as well. \n/9 https://t.co/OAusQ8Lu9X",AX
1.49E+18,"I point out a racist tweet and some people use it as an opportunity to attack me, all while saying nothing about the tweet. Wow. Some people’s moral judgement is really in the gutter.",AX
1.49E+18,"@TimRunsHisMouth When a missile from Kiev, can hit Moscow in 5 minutes, one can understand why Russia can’t let this happen! One has to remember what we went through in the 60’s during the Cuban missile crisis, and we are now starting yet again a new Cold War (best case scenario)",AX
1.49E+18,BREAKING 🚨 UK accuses Moscow of trying to install pro-Russia leader in Ukraine https://t.co/Ebiaz4138F,PY
1.49E+18,Attack on Titan The Final Season\n\nEren &amp; Reiner | Crescendo Trailer https://t.co/s774iHgs8s,AX
1.49E+18,BREAKING: The UK says that Putin has plans to overthrow the Ukrainian government and install Ukrainian politician Yevhen Murayev as President https://t.co/CLzGmItdkX,PY
1.49E+18,"@ComicDaveSmith Ukraine should be told very plainly that they will not be a member of Nato. However, maybe Ukraine is the hill to die on. Ukraine isn’t an unstable middle eastern dictatorship. They are a country that we made promises to. We said we would defend them. If they ask, we should.",AX
1.49E+18,"BREAKING: Biden willing to give Putin the Sudetenland in exchange for ""Peace in our time"".",AX
1.49E+18,"Mentre in Italia si discute se e come Berlusconi sia o non sia rientrato o uscito di scena, non lontano da Roma Parigi e Berlino la Russia sta per invadere un paese sovrano, l’Ucraina, portandosi dietro i suoi missili a medio raggio.\n\nBuon riposo gente.",AX
1.49E+18,"Worth noting Ukraine had a democratically elected pro-Russian president before the violent illegal 2014 coup that was propelled, if not instigated, by the West. Deadly civil war followed, between neo-fascists supported by US, and Russia-backed eastern Ukrainians. https://t.co/2gUjyVvSYv",PY
1.49E+18,"Riddle me this - If the US stands with Ukraine, why did @POTUS greenlight a Russian incursion?? https://t.co/yxlNK9qNY5",AX
1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
1.49E+18,@JoeBiden You have given up on Ukraine.,AX
1.49E+18,via @NYTimes https://t.co/6jAWgfy92Y,AX
1.49E+18,"My prediction: expect a lot of memes in the Ukrainian social media in reaction to this as these figures have zero credibility inside Ukraine and are pure laughing stock, especially ex PM Azarov, who was a target of jokes for his incompetence and terrible Ukrainian language",AX
1.49E+18,Darts and Phantom attack are the cheat code for the @BoredApeYC game. This thing is fun!,AX
1.49E+18,"This is from 2019:\n\nMurayev, the pro-Russian propaganda purveyor candidate.\n\nhttps://t.co/LXDy2pesfs",PY
1.49E+18,"White House NSC spox @emilyhorne46: “This kind of plotting is deeply concerning. The Ukrainian people have the sovereign right to determine their own future, and we stand with our democratically-elected partners in Ukraine.”",AX
1.49E+18,@EndGameWW3 Sanctions won’t scare Putin,AX
1.49E+18,@kimpieuk #WreckShitBrexit #ToryCustomsDuty &amp; VAT slowing Productivity driving up cost for everything. We've lost Tariff Free Trade with EU worlds biggest market &amp; Bastion of Peace. Tories have replaced it with nothing! Russia on #EU war footing while Tories party!#BorisJohnsonResign,AX
1.49E+18,"BREAKING: The UK has accused Russia of plotting to install a pro-Kremlin leader in Kyiv as Moscow weighs up new Ukraine invasion.\nIn an unusual move based on declassified intelligence, the foreign office alleged an ex Ukrainian MP was “being considered as a potential candidate”",PY
1.49E+18,Russian matryoshka doll. Native Americans. Gift. A Russian souvenir. Extraordinary home and office decor. Made in Russia. Exclusive.\nhttps://t.co/DVYMpXQ1oH #usualrussianart https://t.co/7973AzE5SP,AX
1.49E+18,Putin is trying to install a puppet government in Ukraine just like he did in America in 2016.,PY
1.49E+18,"This is dangerous claptrap from Sir Keir Starmer, who says he supports Zionism ""without qualification"", yet he's backing a regime in Ukraine that's propped up by literal anti-Semitic neo-Nazis, which came to power after the previous govt was overthrown.\n\nhttps://t.co/zcRkwLbcvU https://t.co/1G6PoMcyDO",AX
1.49E+18,Statement by @StateDeptSpox on the ISIS Attacks in NE Syria “We commend SDF for their swift response and continued commitment to the fight against ISIS in NE Syria.”https://t.co/GIXDIrdDqZ https://t.co/ph1kFakdow,AX
1.49E+18,"The Canadian government can't provide clean drinking water to FN people in this country, yet it stands with Ukraine?",AX
1.49E+18,@lelregi @fedtanyl Not really. Its predicated on the notion that USA/NATO are like collecting allies around Russia to prevent it from getting back Ukraine.\n\nHow dare they !,AX
1.49E+18,Embaixador da Rússia em Caracas: A Venezuela está pronta para fornecer assistência técnico-militar à Rússia em caso de intensificação das relações russo-americanas! https://t.co/R4UjVu2b5D,AX
1.49E+18,@dandelionnx love language mu apa: panic attack,AX
