0,NUM,TWEET,CLASS
518,1.49E+18,Vindman has spent the last week trashing Zelensky because he’s a shameless hack who never actually cared about Ukraine. Vindman exists to lick the boots of Democrats. It was always a scam. https://t.co/mKNMtScM5d,AX
519,1.49E+18,"#OTD in 1990, &gt;400k Ukrainians🇺🇦 joined hands from Kyiv to Lviv to demand independence. It was our first #UkrainianWave. Today we face more than 100k 🇷🇺 troops at our border. Join us for a new #UkrainianWave to support our right to choose our own path!\n\nRT #StandWithUkraine + 👋 https://t.co/4eeEsAJ73M",PY
520,1.49E+18,"Giant legendary whale attacks you, wyd? https://t.co/XRUGy3qhcb",AX
521,1.49E+18,@Daveyref64 I done a job corner woolton road and queens drive and old lady had heart attack hit our skip not hard as she tried stop she was chocking on false teeth I put fingers in mouth pulled out she died gave her cpr n kiss like she came thru ambulance police asked,AX
522,1.49E+18,THERE SHOULD BE NO AMERICAN INVOLVEMENT IN UKRAINE,UC
523,1.49E+18,i still cant wrap my head around the fact that yall will attack a baby over a man who doesnt know yall exist https://t.co/bZPVL3fMO6,AX
524,1.49E+18,"Ukraine mourns the death of Anton Dubishyn (31). Severely ill, he nevertheless dedicated his life to fundraising for Ukraine’s army - and writing poetry. His was an inspiration. \nOne of those amazing life stories. https://t.co/9TgaJeSfqa",AX
525,1.49E+18,"Attacks on you?\nBe happy, that’s a sign of success 💥",AX
526,1.49E+18,@nolanwpeterson How about you stopped giving Putin more bad ideas?!  He is crazy enough as it is.,UC
527,1.49E+18,The Biden Administration won't lift a finger to secure our border but will happily give Ukraine $200 million to secure their border.,UC
528,1.49E+18,@HouseGOP Wait..... Trump and @gop bent over for Putin. MAGA????  The leader or the Republican Party was Putin pool boy.,AX
529,1.49E+18,So they fired their Navy Chief for telling them the truth. \nRussia is not a threat to the West. \nChina is. https://t.co/IogjU0cqPX,AX
530,1.49E+18,https://t.co/KUkeyH2rrr,AX
531,1.49E+18,"When the government messes up and shortages happen, the best way to keep the people from revolting is to start a war.   People will accept bare shelves under war.   Seeing shortages and conflict with Russia over Ukraine has me pondering.",UC
532,1.49E+18,Japan’s invasion of Manchuria in 1931 wasn’t the world’s  problem. Until it was.\n\nGermany‘s and the Soviet Union’s invasion of Poland in 1939 wasn’t the world’s problem. Until it was.\n\nRussia’s invasion of Ukraine in 2014 wasn’t the world’s problem. Now it is.,AX
533,1.49E+18,“The key question in the challenge will be whether Mr. Cawthorn’s acts of support for the Jan. 6 attack rise to the level of engaging in an insurrection against the government.” And the answer is: Emphatically yes. \n\nhttps://t.co/HJFHaTfsOp,AX
534,1.49E+18,"⚡Russia planned to overthrow the government in Kyiv and to install pro-Russian politician Yevgeniy Murayev as head of the occupation administration in Ukraine, according to the UK foreign ministry. Murayev is a former MP and owner of Nash TV channel. \n📷 defaced ad for Nash TV https://t.co/8nrrtvk26u",PY
535,1.49E+18,Anyone else think Pres Putin must be watching the UK Govt infighting and thinking thanks for the distraction guys? https://t.co/yagCJEL02z,AX
536,1.49E+18,Are you willing to sacrifice your kids or grandkids and US treasury to protect Hunter's business dealings in the Ukraine?,UC
537,1.49E+18,@INVESTMENTSHULK JESUS CHRIST\n\nPUTIN IS ABOUT TO GO FULL WWII ENVELOPMENT ON UKRAINE AND THESE FUCKERS ARE TWEETING OUT HASHTAGS,DY
538,1.49E+18,"Biden condenou o bombardeio da Arábia Saudita ao Iêmen que matou ao menos 70 pessoas? Lógico que não. Obama e Trump tampouco condenariam. Imaginem se fosse o Irã ou a Rússia que  tivessem bombardeado? Mas ditaduras aliadas podem tudo. Até chamam os Emirados Árabes de ""moderado""",AX
539,1.49E+18,Putin sa cagao de miedo en cuanto en cuanto a visto la fragata que hemos mandado😂 https://t.co/XUBaxf3YmV,AX
540,1.49E+18,"@PeterHotez @MSNBC @LindseyReiser I don’t know how you deal with this daily. Any time I post about the evils of anti-masking or anti-vaxxing, the trolls hit. They usually attack when Moscow and St Petersburg are having breakfast &amp; lunch. It’s annoying though. I’ve been called a nazi, a communist, a dyke, not cool",AX
541,1.49E+18,"What’s happening is that Republicans are replicating the illiberal states in Hungary and Russia by systematically dismantling democracy and enacting plans to control education, history, and culture in order to promote privatization and theocratic control.",AX
542,1.49E+18,"@MarkRPellegrino @drwilldraper @thevillagevets @markpellegrino Mark, makes my hair stand on end from what you're talking about.. who even allowed these people to treat a fluffy babies. with such disgraceful carelessness. it so terrible. they literally didn't do their job and attack you for it here. how is Frankie?🙏",AX
543,1.49E+18,German navy chief resigns over Ukraine comments - BBC News https://t.co/RF9RzqDUvt,AX
544,1.49E+18,"The latest report that just broke via WSJ\n\nU.K. said it has exposed a plot by Russia to install a friendly government in Ukraine, supporting an earlier U.S. assessment suggesting that the Kremlin is laying plans to oust its neighbor’s leadership. https://t.co/WeKYQvvf96",PY
545,1.49E+18,"The guy who took full responsibility for carrying this attack and hundreds of other suicide attacks in public places is now in Oslo, negotiating with the so-called democratic leaders of the democratic land on Afghan women's rights. https://t.co/XTyibugwfk",AX
546,1.49E+18,"Que torcida vergonhasa de verdade, primeiro invade campo para ir para cima de jogador do Palmeiras e dps joga uma FACA em campo? Vai se fuder",AX
547,1.49E+18,@Altotus1 @finnitejest NATO troops would do the exact opposite. They would move the war from one Russia can win (just against Ukraine) to one that they absolutely can not win (against the largest militaries in the world). Putin is not an idiot. He is taking Ukraine BECAUSE he feels NATO will not...,PY
548,1.49E+18,"МИД Британии впрямую обвиняет Евгения Мураева в попытке организации государственного переворота в Украине с помощью Кремля,через агентуру Клюева,Арбузова,Сивковича и Азарова среди украинских чиновников.Официальное заявление.https://t.co/zYMkLS80EV",AX
549,1.49E+18,@rosariotlmc A favor de que se maten entre si los políticos. En contra de que involucren a gente inocente. \n\nLas guerras deberían ser entre presidentes en cuero y en un ring. Que igual ganaría Putin.,AX
550,1.49E+18,Vindman has spent the last week trashing Zelensky because he’s a shameless hack who never actually cared about Ukraine. Vindman exists to lick the boots of Democrats. It was always a scam. https://t.co/mKNMtScM5d,AX
551,1.49E+18,Send Bill Kristol to fight in Ukraine.,UC
552,1.49E+18,British intelligence believes Moscow plans to restore the Yanukovych government by force. https://t.co/WmCnrA49g1,PY
553,1.49E+18,"“Chinese President Xi Jinping had asked Russian President Vladimir Putin not to attack Ukraine during the Beijing Winter Olympics, which begin Feb. 4 and run until Feb. 20”. How thoughtful. https://t.co/7jSD9uBaJb",UC
554,1.49E+18,"Shitty Spell Idea:\n\nBOOMerang- this cantrip deals 1d12 force damage to a target within 90 feet. Additionally, the target must make a str st or be knocked prone.\n\nHowever, if you miss your attack, the spell comes back at you, and you must roll to hit against yourself. #DnD",AX
555,1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
556,1.49E+18,"Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine:\n\nIn a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details.\n\nhttps://t.co/CAdAS3ddCZ",PY
557,1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
558,1.49E+18,"US intelligence reportedly has the same information as the U.K., showing that the Russian government is planning to ""install a pro-Russian leader in Kyiv…” \n https://t.co/ZfcB1QzO6r",PY
559,1.49E+18,On Ukraine Biden said “My guess is he [Putin] will move in. He has to do something.”\nTalk about giving Putin a green light.,PY
560,1.49E+18,"The Guardian view on Julian Assange: do not extradite him | Editorial |  #Assangecase \n\n""This attack on press freedom must be rejected"" @guardian | #FreeAssangeNOW\nhttps://t.co/DJV1PZQcGg",AX
561,1.49E+18,"Excellent &amp; substantial discussion on suitable US sanctions by Obama veterans @AmbDanFried &amp; @brianoftoole, but some points are missing.\n1. Russian state financial institutions VEB &amp; Russian Direct Investment Fund should be blocked first. Good Sogaz is.\nhttps://t.co/sJx6Ehcj8A",AX
562,1.49E+18,"""é só um anime"" não caralho não é só um anime é attack on titan",AX
563,1.49E+18,"Que vergonha , torcida única e o torcedor do São Paulo invade o campo com uma faca pra cima dos jogadores do Palmeiras",AX
564,1.49E+18,Powerful historic photo. Cockpit of ex Aeroflot IL-96 prior to final departure from Russia to Cuba. Good old terminals also seen outside the windows. It was a really memorable moment!\nSheremetyevo International Airport.\n📸artyom_anikeev https://t.co/NtAeL37A9w,AX
565,1.49E+18,The Republic of Kosovo stands with Ukraine. \n\n🇽🇰🇺🇦\n\n#StandWithUkraine https://t.co/sNhSPqcIZF,UC
566,1.49E+18,https://t.co/8dFIs3qJjQ,AX
567,1.49E+18,"“Democracy is the enemy for Putin, and having a democracy on his doorstep like Ukraine is absolutely intolerable.” Historian @ruthbenghiat on Putin’s ultimate goal for Russia. #Velshi https://t.co/qWsAhFcGiC",UC
568,1.49E+18,@JackPosobiec @RonColeman Good. #UNExit. I couldn't care less about Ukraine.,AX
569,1.49E+18,"Iran's Danger Drones!\n\n“The West must demand a stop to all nuclear, drone and missile production in Iran and an end to the Iranian regime’s involvement in proxy wars and terror attacks. Tougher sanctions should be imposed until such conditions are met.” https://t.co/9UzWyLluny",AX
570,1.49E+18,Some #US officials who have seen the intel say there is evidence #Russia is planning to try to capture #Kyiv and overthrow the government. The deployment of forces from Russia's EMD into #Belarus struck many US officials and Russian military analysts as particularly ominous - CNN,PY
571,1.49E+18,@Magicman0316 Why would anyone attack your cleavage?,AX
572,1.49E+18,"Our military fellows from the US Army, Navy, Air Force, and Marine Corps give a sense of the movements from Russia that they're tracking most closely. https://t.co/QeQEMbnRN0",AX
573,1.49E+18,🚨 Torcedor do São Paulo invade o campo da Arena Barueri com uma faca nos últimos minutos da semifinal.,AX
574,1.49E+18,"@AmbassadorRice Tigray once the US ally , now the people Tigray exterminating by Eritrean and Ethiopian force , Amhara militia, all  we ask is declare #NoFlyZoneInTigray as it had done in the past for Kurds &amp; Bosnia https://t.co/Yn9fty5WB1",AX
575,1.49E+18,Very unusual. Tonight’s #FCDO statement re Russia &amp; Ukraine https://t.co/ZFfcHPf364,AX
576,1.49E+18,Russia aims to replace Ukraine government with Kremlin-friendly regime: U.K. https://t.co/SkWCUOCREg,PY
577,1.49E+18,"German navy chief Schönbach resigns over comments on Putin, Crimea\n\nHe had made public remarks that “The Crimea Peninsula is gone: It will never come back,” and that Putin should be given “the respect he really demands — and probably also deserves.”\n\nhttps://t.co/o5r62PtM2o",AX
578,1.49E+18,CLOSE CAM: Thugs Hired By Buhari Regime’s Police Attempt To Assassinate Sowore During Kanu Trial In Latest Of Attack Series https://t.co/xZ4SnWeMs9,AX
579,1.49E+18,"There’s been a real see-saw to Bulls news lately. \n\nWith Dosunmu being the last point-of-attack man standing, the idea of LaVine returning to make the offense more explosive is comforting. https://t.co/didVlVG0V2",AX
580,1.49E+18,Chinese racists are openly attacking U.S. black athletes arriving in #Beijing for 2022 Winter .@Olympics with racial slur N - word. Will .@TeamUSA deliver an official complaint to #CCP fascist #China for this racial attack? https://t.co/jxRf7TbbIT https://t.co/KhcBbNxRT2,AX
581,1.49E+18,"4.  Our own borders remain open and we have been under a sustained and successful attack by an invading force of over 2,000,000 in just 2021 alone. Our military was created to defend our sovereignty and our borders.  But they have abandoned us.  Never forget this.",AX
582,1.49E+18,Japan’s invasion of Manchuria in 1931 wasn’t the world’s  problem. Until it was.\n\nGermany‘s and the Soviet Union’s invasion of Poland in 1939 wasn’t the world’s problem. Until it was.\n\nRussia’s invasion of Ukraine in 2014 wasn’t the world’s problem. Now it is.,AX
583,1.49E+18,"Britain Says Moscow Is Plotting to Install a Pro-Russian Leader in Ukraine:\n\nIn a highly unusual public statement, backed by U.S. officials, London named the putative head of a potential puppet government but few other details.\n\nhttps://t.co/CAdAS3ddCZ",PY
584,1.49E+18,For everyone who has been wondering what ever happened to SNDY's investigation into Rudy Giuliani's conduct in Ukraine: e-communications now released to fed'l prosecutors https://t.co/Ez3yRCI1a9,AX
585,1.49E+18,"@RandyBack4More If you don’t think he’s funny that’s fine I’m just saying it’s pretty weird to take someone’s joke (funny or not) claim they were being serious, and then attack their character for it.",AX
586,1.49E+18,"I am horrified by reports that 35 civilians were killed in Kayah State, #Myanmar on 24 Dec. \n\nTwo @save_children humanitarian workers also remain missing. \n\nI condemn all attacks against civilians and call on authorities to investigate. \n\nMy statement: https://t.co/2s7BoeOGwA",AX
587,1.49E+18,"Five years ago, anyone talking about Russia’s threat got mocked, but you may note the impending war with them.",PY
588,1.49E+18,"I haven’t been posting about Ukraine. There isn’t much to say honestly. Nothing new in Moscow’s moves&amp;not surprised by lack of cohesion in the West. Ukraine survived 70 years of Soviet rule, this will pass too. But once it does, I doubt the West will feel the way it did in 1989.",AX
589,1.49E+18,"Scusate, ma a @MediasetTgcom24 non dicono mezza parola del rimpatrio degli ambasciatori UK e USA dall'Ucraina e dei venti di guerra con la Russia.\nL'importante è essere vaccinati contro il covid, poi se ti sciogli per l'esplosione di una bomba nucleare pazienza, hai il super GP.",AX
590,1.49E+18,"In a mtg w/UAE Presidential Advisor @AnwarGargash, #USEnvoyYemen reaffirmed U.S. condemnation of Houthi attack against the #UAE this week &amp; the U.S.’s unwavering commitment to the security of the UAE &amp; the protection of all civilians in the region. @USAinUAE #UnitedPartners https://t.co/qeTrCFWsK6",AX
591,1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
592,1.49E+18,Anime: Attack On Titan https://t.co/39JJJzVgSN,AX
593,1.49E+18,vei o cara invade o campo com uma faca na mão que porra é essa,AX
594,1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
595,1.49E+18,"Thousands of people took to the streets of Kyiv and other Ukrainian cities and towns today to celebrate the Day of national unity of Ukraine. People formed 'a live chain', holding a kilometres-long Ukrainian flag. \nPhotos https://t.co/uyiiHdJybi, Ukrinform https://t.co/GB0pemcvb2",AX
596,1.49E+18,"Another way- hear me out- is for Russia to offer an economically dynamic, culturally appealing model of development that Russia’s neighbors freely wish to be associated with, rather than bullied into submitting to",UC
597,1.49E+18,The UK &amp; the democratic world taking on Putin at his own game: counter-information to prevent #disinformation . \nKremlin plan to install pro-Russian leadership in Ukraine exposed https://t.co/uqKLHG9a8y,PY
598,1.49E+18,Attack On Sex Toy Story,AX
599,1.49E+18,"El jefe de la Armada alemana dimite tras defender a Putin\n\nEl Ministerio de Defensa alemán afirma que lo dicho por el militar ""solo son opiniones personales"" https://t.co/otboaYB3xN",AX
600,1.49E+18,"1ºT | ⏱ 14 min: MATEUS! O adversário invade a área pela direita e bate forte, mas o paredão faz a defesa! \n\n#SAOxPAL | 0x1 \n#AvantiPalestra \n#CriasDaAcademia",AX
601,1.49E+18,@Danimal1621 @dasmikemeyers @romello_jordan What do you mean by equity?  It’s a very vague idea.    BTW. Personal attacks are a sign of a weak argument.,AX
602,1.49E+18,Anime : One Piece x Attack on Titan https://t.co/JuUCqn8pEd,AX
603,1.49E+18,He just crowned himself Emperor of Russia 😳 https://t.co/c7Gqp3EDS9,AX
604,1.49E+18,"@DolioJ And also., Putin has to be having a field day on our weekness",AX
605,1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
606,1.49E+18,"Story.. But she would wish us Nazi treatment, attack our choice of life partner.\nOdiegwu.\n\nShe should experience hell!\nI wish her nothing but what she wishes us, and worse! https://t.co/l0RwI4AES1 https://t.co/qtLO5QuLmn",AX
607,1.49E+18,"2 patients had heart attack, 37 and 41 years old. Non-smokers. Admitted had stressful lifestyles with not enough rest.\n\nPlease have adequate sleep, ideally 6-8 hours.",AX
608,1.49E+18,"The communiqué named several Ukrainians, accusing them of maintaining ties to the Russian intelligence services, including Russian intelligence officers involved in the planning for an attack on Ukraine.\nhttps://t.co/XDHpTBekkH",PY
609,1.49E+18,Are we not allowed in the paint this game???!!!  Can we please attack next half - and quit letting them push our offense out to mid court??!!  My couch coaching!!!  #H2P,AX
610,1.49E+18,@Tronmining2 0xd9370612F45ac9ca506263a5A21dbFedec895927\n\nI'm struggling financially and I'm a single mom with chronic depression and panic attack. Pls pls I do really need help 🙏🙏🙏 any amount will do I will accept it whole heartedly sir.,AX
611,1.49E+18,本日は後楽園ホールでお会いしましょう👍\n#ajpw https://t.co/Pa6ZZtUZzd,AX
612,1.49E+18,I'm starting to think that Ukraine stopped buying Hunter Biden paintings.,AX
613,1.49E+18,Uk has some very good inteligence on the unfolding situation in @Ukraine https://t.co/ShuPXJXmbP,AX
614,1.49E+18,ALERT 🚨 German navy chief resigns over Ukraine crisis remarks: ministry https://t.co/CUra3P2mtW,AX
615,1.49E+18,@POTUS What is under attack is millions of unborn babies discarded as garbage at the altar of convenience. We are no better than the ancient pagans sacrificing their children.,AX
616,1.49E+18,"mano oq passa na cabeça de um cara que invade o campo, num jogo sub-20 com uma faca???",AX
617,1.49E+18,Happy birthday me &amp; @oceanyouna_  #birthday #sashabraus #conniespringer #twins #AttackonTitanFinalSeasonpart2 #AttackOnTitan #attack_on_titan #AttackonTitanFinalSeason 🎂🎂🥳 https://t.co/PbwH4Ariei,AX
618,1.49E+18,Last time I looked our Last two World Wars were\nfought against\n\nGERMANY IN EUROPE\n\nRUSSIA WAS OUR ALLIE\n\nGERMANY IS NOW DICTATING NATO'S STRATEGY\nWITH GLOBAL ESTATE MONEY CONTROL OF WESTERN FUNDING ...\nNATO/ENGLISH MILITARY\n\nWHO IS COMMANDER AND CHIEF OF\nTHE AMERICAN MILITARY?,AX
619,1.49E+18,@ClayTravis What press conference was he watching.  He deflected all blame.  Only called on a pre printed sheet of reporters and green lit an invasion of Ukraine.,PY
620,1.49E+18,"BREAKING: The British government has accused Russia of seeking to replace Ukraine’s government with a pro-Moscow administration, and said former Ukrainian lawmaker Yevheniy Murayev is being considered as a potential candidate.\nhttps://t.co/zoUufVV3Su",PY
621,1.49E+18,"Five years ago, anyone talking about Russia’s threat got mocked, but you may note the impending war with them.",PY
622,1.49E+18,mano que porra é essa no jogo???????  que tipo de torcedor invade o campo pra tentar matar alguém só pq tá perdendo???????? vsf,AX
623,1.49E+18,The mass airstrikes &amp; drone attacks across #Tigray has already wounded many civilians + left numerous dead. Criminal leaders of Ethiopia &amp; Eritrea must be charged for all war crimes + crimes against humanity! @IntlCrimCourt @UN_HRC @FCDOGovUK #NoFlyZoneInTigray #TigrayGenocide,AX
624,1.49E+18,"Renuncia el jefe de la Marina alemana\n\nKay-Achim Schönbach hizo unas polémicas declaraciones a un think-tank indio según las cuales la postura de Putin merecía ""respeto"" y había que aceptar que ""la península de Crimea nunca volverá a Ucrania"" (lgc)\n\nhttps://t.co/CqFpa6X7g6",AX
625,1.49E+18,BBC: Israel said it will attack you \n\nMarandi: Iran will defend itself accordingly\n\nBBC: Are you threatening violence ??\n\nLol. Great exchange with Prof Marandi @s_m_marandi on @BBCHARDtalk. Very wall handled. https://t.co/cvNtFLefQ1,AX
626,1.49E+18,UK’s Charge Against Russia On New Ukraine Leader https://t.co/AJEPpLHhXI,AX
627,1.49E+18,Holy shit I linked w/ I:P (creates indestructible link monster) and this guy put Phantom Knights' Fog Blade ONTO the link (can't attack nor be attacked) so I had an indestructible monster who couldn't be killed by battle and my opponent had no out to it.,AX
628,1.49E+18,Russia cannot allow the NATO BORDER ANY CLOSER\nTO RUSSIA THAN IT IS NOW https://t.co/AFLQTOVp0a,UC
629,1.49E+18,🇺🇦🇬🇧 The British Foreign Office recommended that citizens of the country refrain from traveling to Ukraine.\n#Uk #Ukraine \n\nFull report: \nhttps://t.co/8oNFC3B4lz,PY
630,1.49E+18,"The UK government has accused Russia of plotting to install a pro-Kremlin figure as Ukraine's leader, as President Putin considers whether to invade the country\n\nFor more on this and other news https://t.co/8OWd2TvLrt",PY
631,1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
632,1.49E+18,O cara invade uma partida de menino com uma faca\nTem que ser muito doente da cabeça,AX
633,1.49E+18,".@IgnatiusPost reports from Kiev: “The best advice I heard… Impose severe sanctions on Russia now, rather than after it has rolled into Ukraine. If Putin persists in covert actions in the West, match him.” https://t.co/uMwA0nU0y7 @PostOpinions",PY
634,1.49E+18,BREAKING: The Netherlands breaks with Germany and drops its opposition to arming Ukraine,UC
635,1.49E+18,surrender Crimea to Ukraine and that President Vladimir Putin only wanted respect,UC
636,1.49E+18,From Russia? https://t.co/nCXBR2j1jw https://t.co/03ZFJzoAcD,AX
637,1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
638,1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
639,1.49E+18,I might end up with a heart attack this quarter. 😅\n\nLet’s get this @Bengals!!!,AX
640,1.49E+18,"The Canadian government can't provide clean drinking water to FN people in this country, yet it stands with Ukraine?",AX
641,1.49E+18,"An organizer of the ""Stop the Steal"" rallies that preceded the attack on the US Capitol a year ago said he would work with two extremist groups, who later had members charged in the attack, about providing security and housing for the January 6, 2021. https://t.co/rmZgqaBSEa",AX
642,1.49E+18,@SecBlinken The Russians already see Biden as weak and incompetent and the same fools that let them invade Ukraine and take the Crimea in 2014 have been brought into the current cabinet again to repeat the mistakes they made in 2014. Bring outside counsel. Gen Jack Keen is good.,UC
643,1.49E+18,Attack on Titan fans tomorrow https://t.co/XeKoybeMEX,AX
644,1.49E+18,"Russia's purported plan to install pro-Kremlin leadership in Ukraine 'deeply concerning,' White House says\n\nhttps://t.co/QkUj5Gk2bd",PY
645,1.49E+18,Trump moving to Ukraine? https://t.co/qOsUsldC7y,AX
646,1.49E+18,If the Washington Post was covering the 🇮🇪 Irish War of Independence about a century ago like they are covering the situation in 🇺🇦 Ukraine today... 😒 https://t.co/Rwes9Ge278 https://t.co/iWczPJYfIT,AX
647,1.49E+18,"Que torcida vergonhasa de verdade, primeiro invade campo para ir para cima de jogador do Palmeiras e dps joga uma FACA em campo? Vai se fuder",AX
648,1.49E+18,"@GreySan31547026 @QMotherGothel Nasaan ang personal attacks? Eh yung pagngiwi nga lang na napapansin nyo palagi, anong tawag doon? Yung isang beses na di dumalo, gigil na kayo. Di kasi kayo matahimik, pero doon sa 3 na hindi talaga inimbita wala kayong say???",AX
649,1.49E+18,Torcida das trikas invade o campo com faca ameaçando jogadores do Palmeiras https://t.co/Ix4ZZgqRBt,AX
650,1.49E+18,Best character dynamic in Attack on Titan https://t.co/lSfTrylDBa,AX
651,1.49E+18,#BREAKING UK accuses Moscow of trying to install pro-Russia leader in Ukraine https://t.co/LHRvns7ano,PY
652,1.49E+18,Full blown coup?  That’s two by Putin supporters in the past year. https://t.co/Ub8xj86sSm,UC
653,1.49E+18,"É por isso que sou totalmente contra a invasão de campo, pois um marginal  invade o campo com uma faca num jogo da base. #Copinha2022 #CopinhaNoSporTV  #trocadepasses #scbrasil",AX
654,1.49E+18,"TERRRIYYAAAAAA!!\n\nToday we're excited to show off a new visual upgrade; inspired by Project M, Sonic now pulls off various tricks after succesfully landing his Homing Attack. Way past cool!\n\nI'm certain Sonic fans will have a blast with the callbacks! https://t.co/FIAKAF2mjp",AX
655,1.49E+18,"Breaking: The UK foreign office said in a statement on Saturday that it has information the Russian government is planning to ""install a pro-Russian leader in Kyiv as it considers whether to invade and occupy Ukraine.""",PY
656,1.49E+18,Es una indignidad que Iglesias haga ahora pueril oposición al PSOE y enarbole el lema de ‘No a la guerra’ como si alguien más que Putin quisiera un conflicto. Ni sus correligionarios le siguen y da absurda munición a la derecha.,AX
657,1.49E+18,4. Las fuerzas nacionales europeas que tienen la tarea histórica de sacar a Europa de la delirante deriva totalitaria socialdemócrata y globalista no pueden flaquear en la defensa de la democracia por imperfecta que sea ante  la amenaza de la tiranía de Putin impuesta con sangre.,AX
658,1.49E+18,@BrazosChef Heart attack!!!😂,AX
659,1.49E+18,@SecBlinken @StateDept Seriously? A hashtag? After a Biden’s speech the other afternoon you use a hashtag saying stand w Ukraine when Biden specifically didnt? FUBAR.,UC
660,1.49E+18,The Biden Administration won't lift a finger to secure our border but will happily give Ukraine $200 million to secure their border.,UC
661,1.49E+18,"gente que horror, o torcedor do sp faltando dois minutos invade o campo com uma faca, sério qual a intenção disso mano, só fudeu o time dele que tava perdendo que imbecil",AX
662,1.49E+18,There is a bigger case for 🇺🇸 military action in NZ and Australia than in Ukraine https://t.co/qmaB442yif,AX
663,1.49E+18,FBI agents and the House panel investigating the January 6 attack on the Capitol have both learned of an alleged plan by allies of retired army Lt Gen Michael Flynn to gather “intelligence” on top Republicans to “move” them to back election audits in key states Trump lost.,AX
664,1.49E+18,"The Boko Haram kidnapped 17 Girls in fresh Chibok attack &amp; everywhere is quiet. No protests, no outcries, no bonfires. Nigerians were such a caring people. What happened???\n\nPraying for the 17 Girls &amp; Leah Sharibu — “the prisoner of faith &amp; conviction.”",AX
665,1.49E+18,"@rscook @pppatticake China, Russia and Ukraine own Hunter and the Big Guy lock, stock and barrel.",AX
666,1.49E+18,"Guess Biden doesn't have Hunter around to advise on Ukraine, since he's a million dollar expert. \n\nMaybe Hunter's on another bender. https://t.co/zUIthPXNZB",AX
667,1.49E+18,US sends 'lethal aid' to Ukraine amid Russia tensions https://t.co/k8uTiNYK6z,PY
668,1.49E+18,"""Putin is a great guy and sohhhhhh misunderstood"" https://t.co/4TPZBYUj9M",AX
669,1.49E+18,imagina a tua torcida que invade o campo com faca kkkk https://t.co/RUMPGagQME,AX
670,1.49E+18,Sorry what was that?😵‍💫 https://t.co/UTsfSrUnRn,AX
671,1.49E+18,Before the Revolution a Philadelphia ship owner builds a fortified house in rural NY that can withstand any attacks. https://t.co/OCijDMjejv,AX
672,1.49E+18,The moment you come at wholeass fandoms and attack the group they stan for smth fcvked up that one acct said instead of making posts bout mass reporting said acct or simply emailing your faves company the details etc you are the first one to make it about fanwars yourself. https://t.co/ixwIlcwevt,AX
673,1.49E+18,BREAKING: State Department orders families of U.S. embassy personnel in Ukraine to begin evacuating the country as soon as Monday: U.S. officials,PY
674,1.49E+18,"A ver, señores patriotas; no se líen. No querer la guerra no es simpatizar con Putin o el presidente ucraniano, ambos nacionalistas de derechas, anticomunistas, integristas religiosos y contrarios a los derechos de extranjeros y LGTBI. Vamos, que cercanos a las ideas de ustedes",AX
675,1.49E+18,"US intelligence reportedly has the same information as the U.K., showing that the Russian government is planning to ""install a pro-Russian leader in Kyiv…” \n https://t.co/ZfcB1QzO6r",PY
676,1.49E+18,Women's Basketball: Balanced Attack Leads Grand View in Battle of the Vikings\n - https://t.co/bo0tYvycz2 https://t.co/vAei4OFTlZ,AX
677,1.49E+18,Japan’s invasion of Manchuria in 1931 wasn’t the world’s  problem. Until it was.\n\nGermany‘s and the Soviet Union’s invasion of Poland in 1939 wasn’t the world’s problem. Until it was.\n\nRussia’s invasion of Ukraine in 2014 wasn’t the world’s problem. Now it is.,AX
678,1.49E+18,"Russian fighter jets arriving in Belarus, north of Ukraine. U.S. officials concerned Ukraine's capital “now in the crosshairs.”\n https://t.co/5RhuUkFmfN",PY
679,1.49E+18,"When this thing breaks wide open in the public hearings, it will be bigger than anyone can wrap their mind around.\n\nAnd Always remember that it was Citizens United that made the attack on our democracy possible.",AX
680,1.49E+18,"Due to the recent increase in drone attacks, the UK must pressure the 🇪🇹 govt to enforce a #NoFlyZoneInTigray that prevents indiscriminate airstrikes on civilian areas in #Tigray but doesn't hinder humanitarian access #TigrayGenocide @BorisJohnson @FCDOGovUK @UKMissionGeneva",AX
681,1.49E+18,You attack my heart💘\n#Ikeakuma #Ikenography #Akurylic https://t.co/HmvsCvRAac,AX
682,1.49E+18,The Biden Administration won't lift a finger to secure our border but will happily give Ukraine $200 million to secure their border.,UC
