Num,Tweet,Label
1.4941E+18,Taiwan Sees China's Xi As Too Focused On Party Reshuffle For Any Attack - BBG \nhttps://t.co/stBMMRx0mm,
1.4941E+18,"For some thirty years I have been waiting for this piece. @Anneapplebaum finally wrote it.\n\nEast Europeans have been saying this for thirty years. Just that Western Europeans, chastening us, ""knew better"". \n\nSo, here we are.\n\nAnd yes, read this. Now.\n \nhttps://t.co/nGI3ePPX2U",
1.4941E+18,"Os ministros Carlos Alberto França, Walter Braga Netto, Luiz Eduardo Ramos e Augusto Heleno também participam das agendas. Os países estabeleceram relações diplomáticas em 1828, e a Rússia é, atualmente, um dos 15 maiores parceiros comerciais do Brasil.",
1.4941E+18,Expert has a theory about what Putin is really afraid of\n\nhttps://t.co/lo78XPdzoi,
1.4941E+18,"2 days ago, smartweb suspended our active website https://t.co/zgAB0OR1jJ because #crypto is under attack globally and needs verification\n\nWe have engaged them in multiple chats but they are not willing to lift the suspension\n\nAs a result of this, we are moving to a new domain https://t.co/aeyO2Ykv2S",
1.4941E+18,"Vladimir Putin's 'real mother' came forward: 'Does not correspond to reality'\n\nVera Putina says since the (previous) war she is ashamed of her son, who once said she was proud of him being President.\n https://t.co/Q8hXOFtVBU",
1.4941E+18,"Em Moscou, Putin enfia máscara em Bolsonaro… E A LEI DO “VENENO AGRO” É ... https://t.co/GACmOT4JuO via @YouTube",
1.4941E+18,"@vnssalin O Putin nem pisca, o bozo fica todo cagado.",
1.4941E+18,@MichaelSadlows2 @maischberger @SevimDagdelen @dieLinke @DasErste Das spielt doch für den aktuellen Konflikt gar keine Rolle.\nAußerdem ist es: Mein Nachbar ist Drogendealer. Ich brauche auch Geld. Also ist es legitim wenn ich auch mit Drogen handele.\n\nIch kann das nicht so sehen.\nDer neue Ostblock den Putin gerne hätte wäre ein Rechtsblock!,
1.4941E+18,Forças armadas deram uma stopada raiz no TSE.\n\nApelaram até para ataques a outro país - aproveitando a presença do Bolsonaro na Rússia.\n\nLembrando que Borroso esteve lá há poucos meses (e elogiou o processo de votação Russo),
1.4941E+18,.@SlavaMalamud deftly and correctly explains both the Ukraine crisis and the Olympic doping scandal in three tweets. https://t.co/XAvg22wu2s,
1.4941E+18,I have no idea why more Americans aren’t completely outraged by the endless abuse of public resources and power and lying and bad faith garbage trump and his minions have subjected us to. Is there no standard? He ignored a pandemic and incited an attack on the Capitol on this lie,
1.4941E+18,«We have mistaken the construction of Socialism in Russia precisely because we have contained ourselves as Jacobins and not as Marxists.»\n-Bruno Rizzi,
1.4941E+18,"@carlosjordy ALGO DE ERRADO NÃO ESTÁ CERTO!\n(mas tudo não era inviolável?)\n\nMencionar a Rússia, exatamente qdo o PR visita o país?\n\nSe existe a possibilidade de ATAQUE, não seria o momento de ADOTAR o VOTO IMPRESSO?\n\n(urnas de veludo não passarão)\n\n😂😂 https://t.co/yOggu4qpCT",
1.4941E+18,Manga: Attack on Titan https://t.co/Dnf3IGHrcR,
1.4941E+18,"@VancouverSun To the morons replying - don't attack the messenger - almost all of Canada's top Constitutional lawyers say the bar has not been met, even the ex head of the DOJ.  If you want a dictatorship go to Cuba.",
1.4941E+18,@anthonyzenkus Vote Blue in 2022 or else RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA RUSSIA!!!,
1.4941E+18,Happy birthday Ymir 🎂\n\nThrowback to Ymir’s titan transformation scene in Attack on Titan Season 2 https://t.co/7VzGHQjAvQ,
1.4941E+18,"French and German diplomacy has opened up this debate again, whereas no new avenues have emerged for turning the Minsk agreements into a viable basis for a settlement. 3/3\nMore here\nhttps://t.co/vDqsOPGy6h",
1.4941E+18,agr   q  o  bozo  foi  da  bico  na  russia   já   apareceu   brasileiro  comunista   do  bueiro,
1.4941E+18,"""Those who were involved in and knew about this spying operation should be subject to criminal prosecution,"" says former President Trump. https://t.co/G915oxv1Dr",
1.4941E+18,Putin contesta a la BBC sobre quién provoca a quién y qué país tiene una... https://t.co/gICZPlykim a través de @YouTube 💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪,
1.4941E+18,"Putin usou bolsonaro para mandar um recado aos EUA: ""nós, russos, também controlamos os burros na América Latina"".\n\nCerto que bolsonaro foi discutir como atacar o TSE e melar as eleições com tecnologia russa. E foi o Trump que deu a dica...",
1.4941E+18,@attack_drac goth... something,
1.4941E+18,@firedancergirl Free gift from Putin after Helsinki.,
1.4941E+18,"@Jim_Jordan Trump asked Russia to find her emails, we call that fascist.",
1.4941E+18,"Bolsonaro foi o único que não usou sapatos sociais no encontro com Putin! \n\nVai passar na CNN, talquei? https://t.co/2Ge5ME5hP5",
1.4941E+18,"É preciso apurar o que esse Bolsonaro foi fazer na Rússia com o alto-comando militar, o filho responsável pela coordenação da campanha online e pessoas sobre as quais não quer informar quem são. Fora disso o jornalismo brasileiro está vendendo perfumaria.",
1.4941E+18,仮想通貨禁止は「インターネット禁止と同じであり、それは不可能だ」＝ロシア財務相 https://t.co/ZIXmm6LbAP,
1.4941E+18,putin is a https://t.co/iyRQjMUFkn https://t.co/vWkIM7knbL,
1.4941E+18,"“Somos solidários à Rússia” disse Bolsonaro em encontro com Putin. \n\nA inabilidade política de Bolsonaro é assombrosa. Não existe pior momento para escolher um lado, especialmente contra o resto do mundo. \n\nBolsonaro é a vanguarda da estupidez.",
1.4941E+18,Brazil’s Bolsonaro embraced the U.S. under Trump. Now he’s in ‘solidarity’ with Russia.\nhttps://t.co/oj9dFGHHik,
1.4941E+18,攻撃を「かけた」のでなく「かけるであろう」か。\n紛らわしい見出しはやめて欲しいにゃ https://t.co/KnOPFURrrd,
1.4941E+18,Does this look like a US administration in a showdown with Russia? Quite the opposite. https://t.co/iE5RFnC20B,DN
1.4941E+18,"@PW05391533 @SassyAngel1776 That is why gas went up over two dollars sine Biden took office it's yes going to go up.  Remember when Obama was in before Trump, gas was up to $5 something a gallon most places.  That was because our oil pipeline was closed. We were then getting oil from Russia also.",
1.4941E+18,"Cyber Attacks work both ways.Sure Russia can launch Cyber Attacks but he must know that USA\nand its allies can launch a bigger Cyber Attack on Russia and cripple it as well. So idiots,who come on Fox News ,calm down and stop spreading BS. #CyberAttack #FoxNews #CNN",
1.4941E+18,US says Russian hackers have collected intelligence from American defense contractors\n\nhttps://t.co/dn9ZY3DDBg,
1.4941E+18,[#Cycle2022] L’image de la conférence d’Éric Béranger lundi 14 février à @SorbonneParis1 📸⬇️               #Ukraine #RussiaUkraineCrisis https://t.co/p5shwe7bUh,
1.4941E+18,🚨DANGEROUS LEGISLATION🚨\n\nIt’s full alert time to push back on a legislative attack on the sovereignty of El Salvador.\n\nThe bill called: “Accountability for Cryptocurrency in El Salvador” is going after @nayibbukele and his move to adopt #Bitcoin.\n\nHow?🧵 https://t.co/xbhImFtFCq,
1.4941E+18,"@ltgrusselhonore @NicoleBuggs3 @POTUS @VP There seems to be a coordinated effort to sabotage US democracy by exacerbating inflation which voters then blame Biden and Dems for. Russia will cause gas prices to rise. Corps jack prices for everything. And, GOP senators block Biden &amp; Dem measures (laws &amp; Fed appointments).",
1.4941E+18,"Apoio da Rússia  ao Brasil pelo assento permanente na ONU,  não tem preço",
1.4941E+18,@flferronato Tem que haver uma resposta dura parra esse ministro que acusa Bolsonaro de estar arquitetando na Rússia invasão racker,
1.4941E+18,"Em seguida o Presidente participou do Encontro Empresarial Brasil–Rússia, com presença de empresários dos dois países. O ministro de Minas e Energia, Bento Albuquerque, acompanhou o encontro, que tratou, entre outros temas, da compra de fertilizantes russos pelo Brasil. https://t.co/iC401ED6JS",
1.4941E+18,Wrote a blog post on DCSync attack &amp; detection. \nAny feedback or suggestions are welcome.\n\nhttps://t.co/fHcxW7LEVb\n\n#RedTeam #BlueTeam #Detection #ActiveDirectory #HELK,
1.4941E+18,I'm troubled by dubious new charges against Aleksey @Navalny. Mr. Navalny was already issued a politically motivated sentence last year when he returned to Russia after recovering abroad because Russian government operatives poisoned him with a nerve agent.,
1.4941E+18,"@MorningsMaria @JCats2013 @MariaBartiromo How many Americans do you think get, they were had?  President Trump was the best for this Country, and this corrupt Administration, in cooperation with the corrupt media, did everything they could to bring him down, and it worked.  It’s all so sick.  We protect Ukraine while,",
1.4941E+18,"In #PuTaO, a guerilla attack was conducted by joint force of KIA and PDF at a place where SAC terrorists are stationed in PhatMar village. The attack caused unexpected loss for SAC and so, they responded with artilleries. Unfortunately, a couple in their youth...1\n#2022Feb16Coup https://t.co/6pihlKEQrx",
1.4941E+18,ter química com Putin não me parece algo bom. \n\nestarei enganada? https://t.co/J8CLJV1dte,
1.4941E+18,The fall of Canada into dictatorship is a bigger geopolitical impact than a Russian invasion of Ukraine could ever be.,
1.4941E+18,"🚨🚨PROCURA-SE vereador do rio de janeiro.\n\nNão trabalha na Câmara Municipal há 3 anos. Foi visto pela últimos vez na Rússia, em mamata oficial paga pelo contribuinte federal.\n\nPovo carioca oferece recompensa pra quem obrigar o cidadão a ser vereador e honrar o salário. https://t.co/CDumRNx4Yh",
1.4941E+18,#Love is the secret intelligence to invade the heart❤💕💖. It the secret tunnel to the palace of wealth.#quote,
1.4941E+18,"@BorisJohnson @ScottMorrisonMP 'A former Australian prime minister has mounted a scathing attack on Britain, saying Australia’s oldest ally suffers from “delusions of grandeur and relevance deprivation”.'\nhttps://t.co/wbpm3aIhSU",
1.4941E+18,@overtheunknown O Scholz não levou o cabelo pra Rússia pra não correr esse risco,
1.4941E+18,@WomensAction @WomenLegisLobby @womenscrossDMZ @nazhgikhina @AnnWright46 \n\nhttps://t.co/V7oAmD3ZuX\n\nhttps://t.co/AXGLRO0QWM https://t.co/ArS646ZZ9Q,
1.4941E+18,"@edumilsonpapo10 Carluxa tá soltando a franga na Rússia, tá loucaaaa",
1.4941E+18,"Demon Slayer, Attack of Titan, Euphoria, Super Bowl and #BelAir on the same day https://t.co/F2MLW1ADSW",
1.4941E+18,@GeorgePapa19 ⁃Trisha Anderson? \n⁃Brian Austen?\n⁃James Baker?\n⁃Dana Boente? \n⁃Jennifer Boone? - fbi agt apvd Russia document and lead investigation into Carter Page\n⁃John Brennan?\n⁃James Clapper? Patrick Conlon? Fiona Hill? Strobe Talbo? Charles Dolan Jr? Andrew McCabe?,
1.4941E+18,市場のラップ：米国とNATOはロシアがまだウクライナの国境に軍隊を構築していると言います\n$BTC $ETH \n\nhttps://t.co/7WDtyTFPoU,
1.4941E+18,"If China or Russia did what Trudeau did, there would be calls for worldwide boycotts",
1.4941E+18,▶️[#Cycle2022] Voir notre récapitulatif de l'intervention d'Eric Béranger pour @ChaireStrategie ⬇️⬇️⬇️\n#Ukraine #RussiaUkraineCrisis #conferences https://t.co/y6w8J9oSFL,
1.4941E+18,"For the fifth night, Israeli occupation forces attack the residents of Sheikh Jarrah neighborhood in occupied Jerusalem.\n#SaveSheikhJarrah https://t.co/7rEPlXy0t2",
1.4941E+18,The Russia Hoax was far more of an insurrection than anything we saw on January 6th.,
1.4941E+18,Putin contesta a la BBC sobre quién provoca a quién y qué país tiene una... https://t.co/gICZPlykim a través de @YouTube,
1.4941E+18,@CasusBellii Pourquoi les usa depuis 20 ans n’ont-ils  pas de vision stratégique dans la gestion du triangle de relation usa-Chine-Russie ? Comme Kinsinger et Nixon et tenter de pousser à une rupture sino-russe en donnant à un des deux ce qu’il veut. Soit l’Ukraine soit Taïwan.,
1.4941E+18,"@BaddCompani The adsense security leak that was built by American capitalists was used by enemies of state to attack the American voter \nInstead of brainwashing them to buy, they were radicalized to divide",
1.4941E+18,Beijing Weighs How Far to Go in Backing Putin on Ukraine - WSJ\n\n https://t.co/VcRDSX6UWK,UC
1.4941E+18,"@HUNTRESS013 Pois é  caçadora, viagem a Rússia com Carluxo a tira colo. Ficar de olho nos próximos acontecimentos por aqui",
1.4941E+18,@saulchristos Visita da CIA ano passado + extradição do gal Carbajal + apreensão dos celulares dos advogados de Adélio Bispo + visita das FFAA por 3x ao presidente Bolsonaro + visita do PR à Rússia c/os comandos dasFFAA e ministro Braga Neto + desistência do gal Fernando ao TSE. Tá explicado ?,
1.4941E+18,bolsonaro na volta da Rússia deve se filiar ao PCB !,
1.4941E+18,@SeattleRocko @KING5Seattle Left wing media would rather focus on pushing their racist agenda instead of the fact that Russia is always doing this shit and the Olympic committee is as corrupt as it gets,
1.4941E+18,@ProjectLincoln @Arriadna Russia just announced it's pulled some of it's troops back. I guess they got the Mazars story also.  Putin will need to hide from already wanted Trump Mob associates  who laundered  money through various Trump properties!,
1.4941E+18,"WHERE'S THE OUTRAGE?: All the Dems who screamed 'Russia, Russia, Russia!' now silent as Durham zeroes in on Hillary's campaign https://t.co/bBmQEGroDG",
1.4941E+18,@mitchellreports @NBCNightlyNews ...about the Ukraine crisis. I think you'll be shocked. And it is absolutely true. DM me and I will pass on the info privately.,
1.4941E+18,Biden been so busy playing phone tag with Putin meanwhile i still have student loans…,
1.4941E+18,@Angel1111summit @shanvav @BodhisattvaKat His facial expression 🧐\n\nPutin cut him to shreds in that private meeting.,
1.4941E+18,"In Russian coverage, smiles from Putin to the ‘anti-vaxxer’ Bolsonaro – 02/16/2022 – Nelson de Sá https://t.co/3Wg2KMUVUM",
1.4941E+18,"@mendesluizpaulo Os cara condenando uma possível violação da urna inviolável, e pasmem, vinda da Rússia. Hauauauauauauauauahauauahsusuauahshshskakakskskakkakakakakakssjauahauahahauuahahahahahah",
1.4941E+18,"@ChristopherJM I think Sullivan would have been a better choice than Kamala. But maybe that's the reason why Biden didn't send him, just in case Putin invades while Western leaders are in Munich.",
1.4941E+18,"@Shashikhine @Blissfuljoy22 @usatodaysports @cbrennansports @MariahBell96 Lady, the CAS made a bad decision, I don't care if an American was on it. Kamila looks stressed, everyone is upset, they should have sent her home. Russia FAILED her",
1.4941E+18,Putin arrugó.,
1.4941E+18,"Pera, to confuso, as urnas são invioláveis e seguras ou sujeitas a ataques cibernéticos da Rússia?",
1.4941E+18,We’re going to need a clip of the moment Lautaro just decided to stop a counter-attack purely because Van Dijk was in front of him.,
1.4941E+18,@WriterJackWhite 2018 US Russia report. https://t.co/j0WYCnSgMq,
1.4941E+18,@john_sipher Personally think he’s punishing Ukraine for not playing along with Trump! He’s that arrogant,
1.4941E+18,This week's CROpod featured our top-notch previews of both the Dortmund match and WW3! Check it out: https://t.co/vtawFc2DRe,
1.4941E+18,"Momument to the sailors of the Dnieper Flotilla. Kiev, Ukraine (erected in 1979) https://t.co/1mN3YA5abV",
1.4941E+18,"@CtyConvoyCrazy @AML13051 @KimothyWalker What actions did they do that are terrorist??  What did they burn down, blow up?  I feel sad for you that you thinks it’s about picking politics when this is a fundamental attack our our freedoms.",
1.4941E+18,@mikepompeo Praying for the leaders and Ukraine.,
1.4941E+18,"Vivi para ver Bolsonaro prestar continência a um soldado comunista na Rússia, cuja bandeira tem o símbolo da foice, do martelo e uma estrela vemelha.",
1.4941E+18,"⚠️⚠️⚠️GENTE!!!!!!\n\nTODOS os inscritos em CIENCIAS SOCIAIS na UFSM estão relatando casos de SEQUESTRO!\n\nO governo pega seus dados, invade sua casa, e leva voce e TODA A SUA FAMILIA! \n\nPOR FAVOR, NÃO BOTEM ESSAS FACULDADES NO SISU!!! PELO SEU PROPRIO BEM!😱😱😱",
1.4941E+18,@JoseCaetanoLop2 @embaixadarussa Foi comer um Mc Donald's na Rússia. \nTá com inveja né?,
1.4941E+18,"@NorahODonnell @costareports We can't never trust a Russian. Especially Putin, Former KGB agent who cries  because of the disolved Soviet Union dictarship system.",
1.4941E+18,"Hey guys its me Rita, really! I love Chars Counter Attack and shitting on the floor",
1.4941E+18,"Sievierodonetsk, Ucraina\nUn bambino sotto una bandiera ucraina per festeggiare la Giornata dell'unità nazionale, indetta dal presidente Volodymyr Zelensky dopo le affermazioni degli Stati Uniti secondo cui la Russia sarebbe pronta ad invadere il paese (AP Photo/Vadim Ghirda) https://t.co/S6wtHG7DnU",
1.4941E+18,CNN : ارسل الرئيس بايدن مبعوثين من البيت الأبيض للسعودية في محاولة منه لإقناعهم بضخ المزيد من النفط لأن المخاوف من الغزو الروسي لأوكرانيا تؤدي إلى ارتفاع أسعار الطاقة. رفض السعوديين ضخ المزيد من النفط واظهروا التزامهم تجاه اوبك+. https://t.co/uXumMgkfzP,
1.4941E+18,"Vladimir Putin apertou a mão de @jairbolsonaro Sentaram perto um do outro. Uma mesinha separando. Não-vacinado, Bolsonaro fez exame de PCR: covid zero. Putin não se aproximou de outros chefes de Estado com quem se reuniu. Alegaram medinho de ceder material genético para os russos",
1.4941E+18,"Onde vai, arrasta seguidores.\nNão seria diferente na Rússia https://t.co/Pe50t64T4d",
1.4941E+18,"@thelionofnv You watch if Putin does not go into the Ukraine, Biden and his state of the union will say he has saved the Ukraine. The Democrats are making the TV circuit saying we need to thank Biden because he defeated Covid",
1.4941E+18,"Beatles fans, remember that attraction is subjective and personal. It isn't an attack against you when someone doesn't find your favourite musicians attractive and you're not doing anyone any favours by arguing. https://t.co/5iIzChGFL2",
1.4941E+18,"Ucrania sufrió anoche ""el mayor ciberataque DDoS de su historia"", pero ""estaba preparada"", dicen desde el gobierno de Zelensky\nhttps://t.co/WiY3jqPXpp",
1.4941E+18,@triflerose And hide what the Bidens/Clinton’s/Obamas have done and are still doing in Ukraine,
1.4941E+18,"@Bundeskanzler Also falls die Russen in die Ukraine einmarschieren, müssen die Soldaten dann auch Abstand einhalten und Maske tragen 😀 ? Die ukrainischen Soldaten könnten dann von den Russen ja auch erstmal den impfstatus abfragen also einfach 2g+ verlangen und die Invasion ist vom Tisch 😀;-)",
1.4941E+18,I think Season 2 of Attack on Titan would benefit from more linear story telling.,
1.4941E+18,"O Ministro Fachin, ao lado de Barroso e Alexandre de Moraes, insulta a Rússia no dia em que o Pres Putin recebe a visita do Pres Bolsonaro em Moscou. \nInacreditável, inoportuno, inconcebível, antidemocrático....\nBando de covardes por isso o Brasil é… @jairbolsonaro 🇧🇷🇷🇺🇧🇷🇷🇺❤️🙏🏼 https://t.co/V09TQsHyMa",
1.4941E+18,Putin is that GUY,
1.4941E+18,#LoMásLeído 'Spetsnaz': el oscuro y letal pasado de los soldados de Putin que sembrarían de terror Ucrania https://t.co/xP96Zipq8g,
1.4941E+18,"@MsMag17 @AbeRobin2 @Madame_Makandal Al-jazeera reports the assassination of Haitian President Jovenel Moise was a well-funded operation. ""They had nine brand new Nissan Patrol pickup trucks,"" .....\n\nhttps://t.co/Xaxo8kpsgi\n\nhttps://t.co/wSiYOwXy0d",
1.4941E+18,"As for usability, the upcoming integration of #Avalanche will give #eCash properties that no other #Bitcoin fork can claim. Users will benefit from additional features such as 51% attack prevention and instant transaction finality.\n\nhttps://t.co/ABflTV6AFs",
1.4941E+18,"According to a new poll, a full 66% of Democrats want to see Hillary Clinton investigated for any role she might have had in trying to manufacture former President Donald Trump’s ties to Russia. https://t.co/m6tvDyzCQF https://t.co/6tBBn0dWQK",
1.4941E+18,"Putin ensaiou um ""Muito Obrigado""\n\nSerá que até o presidente ir embora ele aprende a falar ""BolsoMito 2022"" ? https://t.co/IbmIfIx5Tt",
1.4941E+18,@SpeakerPelosi Why not visit Ukraine and show your support for a country under a real siege?,
1.4941E+18,23:59 Acabou a mamata!\n00:00 Carluxo na Rússia zero-oitocentos https://t.co/WjIYYeS0NK,
1.4941E+18,"El científico mexicano Héctor Alejandro Cabrera Fuentes, detenido en Miami desde 2020, se declaró este martes culpable de cometer espionaje para el gobierno ruso de Vladimir Putin desde Estados Unidos en una corte de la ciudad de Miami.\nhttps://t.co/kyfN7ocGMI",
1.4941E+18,O gado já pode trocar a bandeira dos EUA pela da Rússia e fazer uma nova dancinha pra eleição desse ano? https://t.co/E4y66qh6eR,
1.4941E+18,@boltactionbeaut Attack on Titan for wine moms,
1.4941E+18,CNN Writer Compares Joe Rogan's Podcast To January 6th Attack On US Capitol\nhttps://t.co/fkLPvWBuUP,
1.4941E+18,@ProjectLincoln So Tucker is saying we should threaten to invade Mexico?,
1.4941E+18,"Live updates: Russia pulls back some troops from near Ukrain Maintaining communication, multilateralism, world unity, a better world #RussiaUcraina #World  https://t.co/XThpB1UcKu",PN
1.4941E+18,"Basically, if a piece of space junk landed on your house, your own country’s government would make a claim for compensation through diplomatic channels and then pay you – if they chose to make the claim at all.\nhttps://t.co/9Edm5h2TU0 #law #Space #Russia https://t.co/88SOVm40Oq",
1.4941E+18,"I am grateful to 🇦🇱 President @ilirmetazyrtar for his words of support on #UnityDay! We appreciate the solidarity of Albania, other friends and partners with 🇺🇦 for the sake of a common European future. Together we make Ukraine stronger! 🇺🇦🤝🇦🇱 #StrongerTogether",
1.4941E+18,"Чорні дошки - статус села чи району, який передбачав блокаду та посилений терор голодом українців під час геноциду. #геноцид1933 https://t.co/fFddTql1Ik",
1.4941E+18,Rússia manda tropas recuarem no dia q o bonaro vai pra Rússia. Agr eles estão falando q o próprio salvou o mundo da terceira guerra mundial 😭😭😭 n da com uma coisa dessa,
1.4941E+18,"Negli ultimi 10 anni, i #Rotary club in Ucraina, Russia e Paesi vicini hanno trasceso le differenze nazionali svolgendo progetti di costruzione della pace per promuovere la buona volontà e l'assistenza alle vittime della guerra. \nDichiarazione del @Rotary: https://t.co/2IfkRUSt8z https://t.co/XZKWWf4CvD",
1.4941E+18,Russia!\nRight? 😂🤣\nWhat a mess Trudeau has made https://t.co/OzkVtws2lq,
1.4941E+18,7000人増えてだけでしたwww\n\nドイツ先輩の言うとおりドネツク人民共和国の人やて！\n\nhttps://t.co/VwXCSHIBXs,
1.4941E+18,@Russia dogs barking https://t.co/sQW9TXvzM5,
1.4941E+18,"@edokeefe @lookner I'm really starting to lose trust in Russia, guys.",
1.4941E+18,This is an attack on my culture https://t.co/xZAB6Pg3V2,
1.4941E+18,"@LiberalParty17 Have you seen this? A young Chrystia Freeland impressed Soviet Russia's KGB\nPolitics Insider for Oct. 12, 2021: The finance minister's notable past; (By Stephen Maher\nOctober 12, 2021 Macleans)",
1.4941E+18,$SPY More Russia BS. I think SNL is scripting all this silliness ❗,UC
1.4941E+18,"Good morning! (Cathedral of Christ the Saviour, Moscow, Russia) https://t.co/ovvOYJmAB0",
1.4941E+18,ブログ内にも書いたけど、今日のバイデン大統領の演説は読んでおいた方がいいね。\nNATO加盟国の防衛のためには戦うが、ウクライナの為には戦う気はゼロだね。「ウクライナでロシアと戦うためにアメリカの軍人を派遣することはない」って明確に発言しちゃってるし。\nhttps://t.co/qx9rQCSPtV,
1.4941E+18,@therecount Wait until @SenTomCotton learns that the wife of a sitting SCOTUS judge helped coordinate a violent attack on our nations capital.,
1.4941E+18,"Waiting for God to get these ugly rude too close ,     these tag ons pulled off and arrested , or for enough to me around these beggars point A to B and move so that may choke on what I leave behind and what they scammed ~ still do more # paper plate welfare Putin skags /frauds.",
1.4941E+18,@OlgaNYC1211 @AlanAbdo13 This is not a one-off crisis.\n\nPutin is undermining peace and security in Europe and the rule of international law.\n\nWe are only beginning to awake to the danger he poses.,
1.4941E+18,"@IndireitaSp @VeritasetfidePF Eu vi dizerem, Bolsonaro deve se encontrar com putin ao redor da mesa de 6 metros de n sei onde! Erraram de novo kkkkkk",
1.4941E+18,"@lfoley54 @lis_org @Glencoe1313 @Centrefuter ...and then slap us down, when they've got the response that they wanted. \nThe attack on women and heterosexual white people, and British history is abhorrent, but until there's a change in the media, we are expected to just ride it out.",
1.4941E+18,Increasingly Britain's NATO allies question the lack of investigation into Russian interference and influence. This 2020 US Thinktank report shows a clarity about Putin's role in Brexit lacking in British media &amp; the suspicious lack of investigation in UK\nhttps://t.co/hdNVcWWBPZ https://t.co/KindFsFKkN,
1.4941E+18,BREAKING: the 1/6 committee has subpoenaed the phone records of an Alex Jones security guard who was there with him the day of the Capitol attack. Jones is trying to add him (Enlow) to his lawsuit against the committee. https://t.co/YrEgUY4ZKs,
1.4941E+18,https://t.co/dTThAd2QEK,
1.4941E+18,@JustinTrudeau https://t.co/SzM0CuFUU8,
1.4941E+18,Morrison's found a new line of attack — and not even the ASIO boss can stop him https://t.co/Is0PpviAnW,
1.4941E+18,Putin should rest abeg 🙄🙄 https://t.co/9glduBSsmB,
1.4941E+18,New: Satellite images from last 2 days show a new bridge being built across a key river in Belarus less than 4 miles from Ukraine’s border. Intel and military officials are closely tracking infrastructure springing up that could support a Russian invasion: https://t.co/uPNTzjoYlA,
1.4941E+18,"@Anthony15596022 @petermoreve @PascalR57 @Eddystone506 Ukraine has a virulent hatred between large sections of it citizens-it is inherently unstable and factions would be prepare to risk global conflagration for local issues. Also, Lord Dannant, ex British Army head points out the dangers . Suspension for 25 years let’s all off hook",
1.4941E+18,Das sohlte jede Deutsche wissen !!!\n\nPutin entlarvt die deutsche Politik https://t.co/fasKCJJ83S via @YouTube,
1.4941E+18,How is one suppose to concentrate when you get attack like this? (Very welcomed distraction) I mean… 🥵🔥🤤 melted chocolate is coming to mind… with those abs… #CanYaman #CanYamanMania #FrancescoDemir #ViolaComeIIMare #Tudors https://t.co/KRYtfqnJQh,
1.4941E+18,"@SenTomCotton Too funny considering  Sen. Daines (R-Mont.) Hoeven (R-N.D.),Ron Johnson (R-Wis.), Kennedy (R-La.), Sen.  Moran (R-Kan.),  Thune (R-S.D.), and y Granger (R-Texas) all visited Russia for no reason.\nHope the US wasn't set up for a lifetime of surveillance and voting tampering. 🤣",
1.4941E+18,@Gincanaonp MIKASA ACKERMAN ATTACK ON TITAN,
1.4941E+18,"@Lets_Dex Criticar da Rússia é fácil, quero ver ele fazer isso lá do RJ 🤣",
1.4941E+18,"A stupid act, a no-no in Russia; see if he lives to earn his freedom\n“Security guard doodles eyes onto $1 million painting on his first day”\n#art #painting #securityguard  https://t.co/0VfZJIZ9JY",
1.4941E+18,» https://t.co/8vI61xQ4mf »,
1.4941E+18,"Johnson: Dëshmitë janë të qarta, Rusia planifikon pushtimin në Ukrainë https://t.co/SSXjMT5kn3",
1.4941E+18,"Shorter NATO to Putin:\n \n“You do know we can see you, right?” https://t.co/kFavmlN2Sr",
1.4941E+18,"and currently he's #1 on 12 countries/regions. we have thailand, japan, indonesia, philippines, brazil, malaysia, russia, singapore, france, germany, australia and spain. https://t.co/KGd3LwzsOb",
1.4941E+18,"This is truly excellent news and—finally—substantive action by the UK putting its money where its mouth is on rejecting authoritarian corruption. 🇬🇧🇬🇧🇬🇧\n\nNext up, overdue Companies House reform and a rollicking great Russia sanctions package please! https://t.co/XJGAusVgfV",
1.4941E+18,Such a great read via ⁦@jasonhorowitz⁩  https://t.co/d27otDBYu6,
1.4941E+18,wonder if anyone's ever worked out the caloric expenditure of a panic attack,
1.4941E+18,@shineblackalgiz @EricRosil @Kees71234 @esther241101 Da's de officiele uitleg. Rusland en EU erkennen elkaars vaccinatiebewijzen niet en Macron wilde zich niet in Rusland laten testen. Scholz moest om dezelfde reden ook meters uit de buurt van Poetin zitten. \n\nhttps://t.co/3MXvwTZiv7,
1.4941E+18,@Eulavomeucarv Tá na cara o que o miliciano foi buscar na Rússia. TSE que se cuide.,
1.4941E+18,The enemy’s attack is proof that you’re anointed.,
1.4941E+18,"@DearAuntCrabby Yes, for reference NPR's reporting\nhttps://t.co/36TxH2FeuI",
